M2,s0_root,s0,g1_GeV_inv,g1_stage2_GeV_inv,F1_integral,F1_delta_g1,width_keV,width_stage2_keV,pert,heavy_local,twist2,twist4_2p,twist3_2p,F1_delta_qcd
3.0,2.5,6.25,-0.3143879887429884,-0.3123740953170627,0.07032985001580344,0.0020138934259256976,20.7762250236028,20.51090260359699,-0.048918526285265516,-0.0041466589598807245,0.024017031452364623,0.005406360281539573,-4.411266838595554e-17,0.00015144361182419734
3.25,2.5,6.25,-0.31814548367249346,-0.31629730363853326,0.07032985001580344,0.001848180033960194,21.275818392474182,21.029344179611993,-0.05450850647552535,-0.004334326395267839,0.026189517571321052,0.005483085742983585,-4.597525957345841e-17,0.00015783809094115694
3.5,2.5,6.25,-0.3209827833460451,-0.3192657468638789,0.07032985001580344,0.0017170364821661754,21.656996529778628,21.425916261752185,-0.05984672741992181,-0.00450193358418762,0.028231351436704695,0.005546350832836178,-4.763423703316121e-17,0.00016353354187679592
3.75,2.5,6.25,-0.3231896655871893,-0.32157873533178094,0.07032985001580344,0.0016109302554083475,21.95582092952107,21.737490015396887,-0.06492748300655102,-0.0046524297180261485,0.030148629028690352,0.005599108299403945,-4.9120362949784607e-17,0.00016863557457338628
4.0,2.5,6.25,-0.3249493285602624,-0.32342584840426253,0.07032985001580344,0.0015234801559998363,22.19555645551445,21.987922713524398,-0.0697528649686363,-0.004788237257495481,0.03194856081122134,0.0056435491234853525,-5.04587080542506e-17,0.00017323025959026667
4.25,2.5,6.25,-0.3263821576416526,-0.32493188844603843,0.07032985001580344,0.0014502691956141726,22.391725831357252,22.193174036976323,-0.07432985965665337,-0.0049113575368091855,0.033638780665122256,0.005681325012335331,-5.1669850925499724e-17,0.00017738824543805758
4.5,2.5,6.25,-0.32756993550557467,-0.32618178387503105,0.07032985001580344,0.0013881516305436097,22.55499940976128,22.364240645107742,-0.07866838817867987,-0.005023454300872238,0.03522692621500384,0.005713699196906333,-5.277080579778854e-17,0.0001811679438425175
4.75,2.5,6.25,-0.3285698471944077,-0.32723501575893715,0.07032985001580344,0.001334831435470538,22.69290845930768,22.508900839259322,-0.08277999313184813,-0.005125919431852715,0.03672039202610826,0.005741650550806872,-5.377574046697624e-17,0.00018461799439528783
5.0,2.5,6.25,-0.32942290194456664,-0.3281343053116057,0.07032985001580344,0.001288596632960929,22.81089508018527,22.632786318511062,-0.08667696662595582,-0.005219924659722206,0.03812619247889306,0.00576594672882405,-5.469653377592446e-17,0.00018777917846220026
5.25,2.5,6.25,-0.3301591722180165,-0.3289110256125428,0.07032985001580344,0.0012481466054736715,22.912975126902094,22.740060383898154,-0.0903717788238598,-0.005306462362190647,0.03945089375176301,0.005787196368011218,-5.554321086150873e-17,0.00019068591343383688
5.5,2.5,6.25,-0.33080115175968633,-0.32958867499392275,0.07032985001580344,0.0012124767657635876,23.002168241278184,22.833858772536885,-0.0938767108014362,-0.005386377900398216,0.040700588833510146,0.0058058868973570885,-5.632428511345681e-17,0.0001933674267075966
5.75,2.5,6.25,-0.331365966027381,-0.330185166360253,0.07032985001580344,0.0011807996671279728,23.08078371197752,22.91658324462948,-0.09720362603205857,-0.005460395383643557,0.04188089879350214,0.005822412298538945,-5.704702865020581e-17,0.00019584868426087375
6.0,2.5,6.25,-0.3318668622526693,-0.3307143723761713,0.07032985001580344,0.0011524898764980215,23.150614754066197,22.990101462504153,-0.1003638355952279,-0.0055291383173971306,0.042996989535171594,0.005837093746535142,-5.771768772243913e-17,0.00019815113015494293
3.0,2.55,6.5024999999999995,-0.34063437055481355,-0.3386204771288879,0.07032985001580344,0.0020138934259256976,24.389993431775725,24.102449649898116,-0.05141745388022929,-0.0041466589598807245,0.024542246432882248,0.005406360281539573,-4.411266838595554e-17,0.00015144361182419734
3.25,2.55,6.5024999999999995,-0.3453606965250696,-0.3435125164911094,0.07032985001580344,0.001848180033960194,25.071514700346444,24.80389485134535,-0.05745121293881985,-0.004334326395267839,0.026807993081853082,0.005483085742983585,-4.597525957345841e-17,0.00015783809094115694
3.5,2.55,6.5024999999999995,-0.34905691528407773,-0.34733987880191153,0.07032985001580344,0.0017170364821661754,25.611041650709645,25.359696196191567,-0.063232045844697,-0.00450193358418762,0.02894284069207809,0.005546350832836178,-4.763423703316121e-17,0.00016353354187679592
3.75,2.55,6.5024999999999995,-0.35203015056587755,-0.3504192203104692,0.07032985001580344,0.0016109302554083475,26.049204934147383,25.81134214023441,-0.06874991115478339,-0.0046524297180261485,0.030951974420839426,0.005599108299403945,-4.9120362949784607e-17,0.00016863557457338628
4.0,2.55,6.5024999999999995,-0.3544775602984657,-0.3529540801424659,0.07032985001580344,0.0015234801559998363,26.41266637051273,26.186120561966227,-0.07400382818611699,-0.004788237257495481,0.032841959291737347,0.0056435491234853525,-5.04587080542506e-17,0.00017323025959026667
4.25,2.55,6.5024999999999995,-0.3565308687627079,-0.3550805995670937,0.07032985001580344,0.0014502691956141726,26.719542915846404,26.50260957195855,-0.0789986752158562,-0.0049113575368091855,0.03461998637633544,0.005681325012335331,-5.1669850925499724e-17,0.00017738824543805758
4.5,2.55,6.5024999999999995,-0.35828115064776883,-0.3568929990172252,0.07032985001580344,0.0013881516305436097,26.982530105490454,26.773848838186876,-0.08374299188503775,-0.005023454300872238,0.036293403159274755,0.005713699196906333,-5.277080579778854e-17,0.0001811679438425175
4.75,2.55,6.5024999999999995,-0.3597932696797829,-0.3584584382443124,0.07032985001580344,0.001334831435470538,27.21076927877225,27.009240142840568,-0.088247481120646,-0.005125919431852715,0.037869427898609725,0.005741650550806872,-5.377574046697624e-17,0.00018461799439528783
5.0,2.55,6.5024999999999995,-0.36111463068747884,-0.3598260340545179,0.07032985001580344,0.001288596632960929,27.411002448135996,27.21572537167662,-0.0925239955507595,-0.005219924659722206,0.0393549827437705,0.00576594672882405,-5.469653377592446e-17,0.00018777917846220026
5.25,2.55,6.5024999999999995,-0.36228067240066963,-0.36103252579519596,0.07032985001580344,0.0012481466054736715,27.5883088926726,27.398539250244397,-0.09658485851244479,-0.005306462362190647,0.04075660312316487,0.005787196368011218,-5.554321086150873e-17,0.00019068591343383688
5.5,2.55,6.5024999999999995,-0.3633184222449756,-0.36210594547921204,0.07032985001580344,0.0012124767657635876,27.74658820645621,27.561703786682727,-0.10044241573662101,-0.005386377900398216,0.04208039570050774,0.0058058868973570885,-5.632428511345681e-17,0.0001933674267075966
5.75,2.55,6.5024999999999995,-0.36424886062550854,-0.36306806095838057,0.07032985001580344,0.0011807996671279728,27.888885135626634,27.708361253816932,-0.10410874581166485,-0.005460395383643557,0.0433320268241132,0.005822412298538945,-5.704702865020581e-17,0.00019584868426087375
6.0,2.55,6.5024999999999995,-0.36508853231846006,-0.36393604244196204,0.07032985001580344,0.0011524898764980215,28.017613052814372,27.841003562523017,-0.10759547967852512,-0.0055291383173971306,0.04451672967604632,0.005837093746535142,-5.771768772243913e-17,0.00019815113015494293
3.0,2.6,6.760000000000001,-0.3662552574727554,-0.3642413640468297,0.07032985001580344,0.0020138934259256976,28.1969727610722,27.88773718930287,-0.05383610466231825,-0.0041466589598807245,0.02503422145197302,0.005406360281539573,-4.411266838595554e-17,0.00015144361182419734
3.25,2.6,6.760000000000001,-0.3721015285642599,-0.3702533485302997,0.07032985001580344,0.001848180033960194,29.104333471748614,28.81593657031676,-0.060318063457398784,-0.004334326395267839,0.027391125671611012,0.005483085742983585,-4.597525957345841e-17,0.00015783809094115694
3.5,2.6,6.760000000000001,-0.3767966647571566,-0.3750796282749904,0.07032985001580344,0.0017170364821661754,29.84343776843779,29.572068499913854,-0.06654862811260531,-0.00450193358418762,0.02961744095830839,0.005546350832836178,-4.763423703316121e-17,0.00016353354187679592
3.75,2.6,6.760000000000001,-0.38066582445271624,-0.37905489419730787,0.07032985001580344,0.0016109302554083475,30.4594829081224,30.20222694032756,-0.07251295553953079,-0.0046524297180261485,0.03171737610628878,0.005599108299403945,-4.9120362949784607e-17,0.00016863557457338628
4.0,2.6,6.760000000000001,-0.3839209214610465,-0.38239744130504666,0.07032985001580344,0.0015234801559998363,30.98263196999052,30.737228452289962,-0.07820656844765146,-0.004788237257495481,0.03369678518936172,0.0056435491234853525,-5.04587080542506e-17,0.00017323025959026667
4.25,2.6,6.760000000000001,-0.38670583161516653,-0.38525556241955233,0.07032985001580344,0.0014502691956141726,31.4337498287875,31.19841892981628,-0.08363186461209492,-0.0049113575368091855,0.03556235496996489,0.005681325012335331,-5.1669850925499724e-17,0.00017738824543805758
4.5,2.6,6.760000000000001,-0.38912170420306047,-0.38773355257251685,0.07032985001580344,0.0013881516305436097,31.827729637778525,31.601050388295985,-0.08879568259317717,-0.005023454300872238,0.03732108712345408,0.005713699196906333,-5.277080579778854e-17,0.0001811679438425175
4.75,2.6,6.760000000000001,-0.3912418119815989,-0.3899069805461284,0.07032985001580344,0.001334831435470538,32.17549766042061,31.95632067907075,-0.09370761557714173,-0.005125919431852715,0.038979974345612727,0.005741650550806872,-5.377574046697624e-17,0.00018461799439528783
5.0,2.6,6.760000000000001,-0.3931206247492227,-0.3918320281162618,0.07032985001580344,0.001288596632960929,32.4852645817821,32.27264894403686,-0.09837885101962655,-0.005219924659722206,0.04054580362101329,0.00576594672882405,-5.469653377592446e-17,0.00018777917846220026
5.25,2.6,6.760000000000001,-0.394799554462946,-0.39355140785747234,0.07032985001580344,0.0012481466054736715,32.763331605349975,32.556498547968154,-0.10282137840300701,-0.005306462362190647,0.04202504257934643,0.005787196368011218,-5.554321086150873e-17,0.00019068591343383688
5.5,2.6,6.760000000000001,-0.3963107091294053,-0.3950982323636417,0.07032985001580344,0.0012124767657635876,33.014624775526165,32.81292327573988,-0.10704745416906931,-0.005386377900398216,0.04342377981001879,0.0058058868973570885,-5.632428511345681e-17,0.0001933674267075966
5.75,2.6,6.760000000000001,-0.3976794151428595,-0.3964986154757315,0.07032985001580344,0.0011807996671279728,33.24305839740283,33.04593923699194,-0.11106924605569998,-0.005460395383643557,0.04474769986451311,0.005822412298538945,-5.704702865020581e-17,0.00019584868426087375
6.0,2.6,6.760000000000001,-0.39892595494542443,-0.3977734650689264,0.07032985001580344,0.0011524898764980215,33.45178804010326,33.25878401341405,-0.11489860237047063,-0.0055291383173971306,0.04600208019333538,0.005837093746535142,-5.771768772243913e-17,0.00019815113015494293
